task,failure_mode,benign,strategy,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,read_set_visibility,critical_paths_read_fraction,agents_done,agents_errored,log
t4_cascade,causal_cascade,False,file_lock,4,0,gpt-5-mini,True,7,7,509.05,200901,6452,207353,0.063129,0,0.0,79,0,0,0,0.0,75,1.0,,4,0,t4_cascade__file_lock-n4-r0.jsonl
t4_cascade,causal_cascade,False,file_lock,4,1,gpt-5-mini,True,7,7,407.74,159047,6010,165057,0.051782,0,0.0,62,0,0,0,0.0,64,1.0,,4,0,t4_cascade__file_lock-n4-r1.jsonl
t4_cascade,causal_cascade,False,file_lock,4,2,gpt-5-mini,True,7,7,409.25,144716,5328,150044,0.046835,0,0.0,59,0,0,0,0.0,59,1.0,,4,0,t4_cascade__file_lock-n4-r2.jsonl
t4_cascade,causal_cascade,False,file_lock,4,3,gpt-5-mini,False,2,7,746.8,215754,5249,221003,0.064436,0,0.0,118,0,0,0,0.0,94,1.0,,2,0,t4_cascade__file_lock-n4-r3.jsonl
t4_cascade,causal_cascade,False,file_lock,4,4,gpt-5-mini,False,2,7,735.51,201232,5762,206994,0.061832,0,0.0,107,0,0,0,0.0,88,1.0,,2,0,t4_cascade__file_lock-n4-r4.jsonl
t4_cascade,causal_cascade,False,git_hash,2,0,gpt-5-mini,False,3,7,50.59,51335,2794,54129,0.018422,0,0.0,0,0,0,0,0.0,16,1.0,,2,0,t4_cascade__git_hash-n2-r0.jsonl
t4_cascade,causal_cascade,False,git_hash,2,1,gpt-5-mini,False,4,7,40.41,53274,3790,57064,0.020899,0,0.0,0,0,0,0,0.0,19,1.0,,2,0,t4_cascade__git_hash-n2-r1.jsonl
t4_cascade,causal_cascade,False,git_hash,2,2,gpt-5-mini,False,3,7,31.33,44934,2731,47665,0.016695,0,0.0,0,0,0,0,0.0,17,1.0,,2,0,t4_cascade__git_hash-n2-r2.jsonl
t4_cascade,causal_cascade,False,git_hash,2,3,gpt-5-mini,False,3,7,25.23,38923,2555,41478,0.014841,0,0.0,0,0,0,0,0.0,14,1.0,,2,0,t4_cascade__git_hash-n2-r3.jsonl
t4_cascade,causal_cascade,False,git_hash,2,4,gpt-5-mini,False,4,7,41.56,65414,4094,69508,0.024542,0,0.0,0,0,0,0,0.0,22,1.0,,2,0,t4_cascade__git_hash-n2-r4.jsonl
t4_cascade,causal_cascade,False,git_hash,4,0,gpt-5-mini,True,7,7,72.08,172509,14471,186980,0.072069,8034,0.042967162263343676,2,0,0,0,0.0,52,1.0,,4,0,t4_cascade__git_hash-n4-r0.jsonl
t4_cascade,causal_cascade,False,git_hash,4,1,gpt-5-mini,False,6,7,81.54,205228,14968,220196,0.081243,6854,0.03112681429272103,2,0,0,0,0.0,63,1.0,,4,0,t4_cascade__git_hash-n4-r1.jsonl
t4_cascade,causal_cascade,False,git_hash,4,2,gpt-5-mini,True,7,7,64.22,135194,9515,144709,0.052829,2421,0.016730127359044705,1,0,0,0,0.0,52,1.0,,4,0,t4_cascade__git_hash-n4-r2.jsonl
t4_cascade,causal_cascade,False,git_hash,4,3,gpt-5-mini,False,5,7,121.8,343580,24399,367979,0.134693,9713,0.026395528005674237,3,0,0,0,0.0,72,1.0,,4,0,t4_cascade__git_hash-n4-r3.jsonl
t4_cascade,causal_cascade,False,git_hash,4,4,gpt-5-mini,True,7,7,61.02,113084,8522,121606,0.045315,0,0.0,0,0,0,0,0.0,47,1.0,,4,0,t4_cascade__git_hash-n4-r4.jsonl
t4_cascade,causal_cascade,False,naive,2,0,gpt-5-mini,False,3,7,70.24,47132,5129,52261,0.022041,0,0.0,0,0,0,0,0.0,14,1.0,,2,0,t4_cascade__naive-n2-r0.jsonl
t4_cascade,causal_cascade,False,naive,2,1,gpt-5-mini,False,4,7,63.91,83990,5586,89576,0.032169,3804,0.04246673216040011,0,0,0,0,0.0,22,1.0,,2,0,t4_cascade__naive-n2-r1.jsonl
t4_cascade,causal_cascade,False,naive,2,2,gpt-5-mini,False,4,7,63.3,62452,3606,66058,0.022825,0,0.0,0,0,0,0,0.0,23,1.0,,2,0,t4_cascade__naive-n2-r2.jsonl
t4_cascade,causal_cascade,False,naive,2,3,gpt-5-mini,False,3,7,59.21,61977,6841,68818,0.029176,0,0.0,0,0,0,0,0.0,18,1.0,,2,0,t4_cascade__naive-n2-r3.jsonl
t4_cascade,causal_cascade,False,naive,2,4,gpt-5-mini,False,4,7,54.15,74395,3634,78029,0.025867,0,0.0,0,0,0,0,0.0,28,1.0,,2,0,t4_cascade__naive-n2-r4.jsonl
t4_cascade,causal_cascade,False,naive,4,0,gpt-5-mini,True,7,7,66.16,142385,6740,149125,0.049076,2469,0.01655658005029338,0,0,0,0,0.0,52,1.0,,4,0,t4_cascade__naive-n4-r0.jsonl
t4_cascade,causal_cascade,False,naive,4,1,gpt-5-mini,True,7,7,50.64,96268,5691,101959,0.035449,0,0.0,0,0,0,0,0.0,41,1.0,,4,0,t4_cascade__naive-n4-r1.jsonl
t4_cascade,causal_cascade,False,naive,4,2,gpt-5-mini,True,7,7,60.27,167638,9183,176821,0.060276,5820,0.03291464249155926,0,0,0,0,0.0,52,1.0,,4,0,t4_cascade__naive-n4-r2.jsonl
t4_cascade,causal_cascade,False,naive,4,3,gpt-5-mini,True,7,7,69.37,139404,10674,150078,0.056199,0,0.0,0,0,0,0,0.0,52,1.0,,4,0,t4_cascade__naive-n4-r3.jsonl
t4_cascade,causal_cascade,False,naive,4,4,gpt-5-mini,False,5,7,88.04,197531,18105,215636,0.085593,7079,0.032828470199781114,0,0,0,0,0.0,55,1.0,,4,0,t4_cascade__naive-n4-r4.jsonl
t4_cascade,causal_cascade,False,notify,2,0,gpt-5-mini,False,4,7,41.27,65676,3735,69411,0.023889,0,0.0,0,0,2,0,0.0,26,1.0,,2,0,t4_cascade__notify-n2-r0.jsonl
t4_cascade,causal_cascade,False,notify,2,1,gpt-5-mini,False,4,7,31.57,47813,3064,50877,0.018081,0,0.0,0,0,3,0,0.0,18,1.0,,2,0,t4_cascade__notify-n2-r1.jsonl
t4_cascade,causal_cascade,False,notify,2,2,gpt-5-mini,False,4,7,43.46,61388,3899,65287,0.023145,0,0.0,0,0,2,0,0.0,21,1.0,,2,0,t4_cascade__notify-n2-r2.jsonl
t4_cascade,causal_cascade,False,notify,2,3,gpt-5-mini,False,4,7,38.66,61656,3532,65188,0.022478,0,0.0,0,0,3,0,0.0,21,1.0,,2,0,t4_cascade__notify-n2-r3.jsonl
t4_cascade,causal_cascade,False,notify,2,4,gpt-5-mini,False,4,7,46.83,69700,3693,73393,0.024811,0,0.0,0,0,2,0,0.0,25,1.0,,2,0,t4_cascade__notify-n2-r4.jsonl
t4_cascade,causal_cascade,False,notify,4,0,gpt-5-mini,True,7,7,68.98,136452,12407,148859,0.058927,4193,0.02816759483806824,0,0,15,0,0.0,52,1.0,,4,0,t4_cascade__notify-n4-r0.jsonl
t4_cascade,causal_cascade,False,notify,4,1,gpt-5-mini,True,7,7,64.36,139519,13767,153286,0.062414,5445,0.03552183500123951,0,0,20,0,0.0,51,1.0,,4,0,t4_cascade__notify-n4-r1.jsonl
t4_cascade,causal_cascade,False,notify,4,2,gpt-5-mini,True,7,7,47.24,162421,5873,168294,0.052351,0,0.0,0,0,17,0,0.0,62,1.0,,4,0,t4_cascade__notify-n4-r2.jsonl
t4_cascade,causal_cascade,False,notify,4,3,gpt-5-mini,False,6,7,61.19,145514,8227,153741,0.052832,0,0.0,0,0,12,0,0.0,55,1.0,,4,0,t4_cascade__notify-n4-r3.jsonl
t4_cascade,causal_cascade,False,notify,4,4,gpt-5-mini,False,2,7,82.88,142154,12412,154566,0.060362,5032,0.03255567201066211,0,0,14,0,0.0,52,1.0,,4,0,t4_cascade__notify-n4-r4.jsonl
t5_cross_file,cross_file_dependency,False,ast_dep,2,0,gpt-5-mini,True,5,5,143.69,78708,7625,86333,0.034927,0,0.0,1,0,0,0,20.177,20,1.0,,2,0,t5_cross_file__ast_dep-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,ast_dep,2,1,gpt-5-mini,True,5,5,65.95,38379,5436,43815,0.020467,0,0.0,0,0,0,0,0.011,15,1.0,,2,0,t5_cross_file__ast_dep-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,ast_dep,2,2,gpt-5-mini,True,5,5,717.13,67521,9794,77315,0.036468,0,0.0,0,0,0,0,0.018,13,1.0,,2,0,t5_cross_file__ast_dep-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,ast_dep,2,3,gpt-5-mini,True,5,5,648.71,41834,2998,44832,0.016455,0,0.0,0,0,0,0,0.017,15,1.0,,2,0,t5_cross_file__ast_dep-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,ast_dep,2,4,gpt-5-mini,True,5,5,312.16,225094,22634,247728,0.101542,33074,0.1335093328166376,10,0,0,0,285.383,32,1.0,,1,0,t5_cross_file__ast_dep-n2-r4.jsonl
t5_cross_file,cross_file_dependency,False,ast_scope,2,0,gpt-5-mini,True,5,5,53.85,64863,5642,70505,0.0275,2730,0.03872065810935395,1,0,0,0,0.009,21,1.0,,2,0,t5_cross_file__ast_scope-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,ast_scope,2,1,gpt-5-mini,True,5,5,51.86,60644,6537,67181,0.028235,3730,0.055521650466649794,0,0,0,0,0.008,19,1.0,,2,0,t5_cross_file__ast_scope-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,ast_scope,2,2,gpt-5-mini,True,5,5,78.37,97711,11592,109303,0.047612,10612,0.0970879115852264,1,0,0,0,0.017,23,1.0,,2,0,t5_cross_file__ast_scope-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,ast_scope,2,3,gpt-5-mini,True,5,5,81.15,68532,8750,77282,0.034633,5295,0.06851530757485573,2,0,0,0,0.016,18,1.0,,2,0,t5_cross_file__ast_scope-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,ast_scope,2,4,gpt-5-mini,True,5,5,132.52,97555,16607,114162,0.057603,8363,0.07325554913193533,1,0,0,0,0.015,25,1.0,,2,0,t5_cross_file__ast_scope-n2-r4.jsonl
t5_cross_file,cross_file_dependency,False,file_lock,2,0,gpt-5-mini,True,5,5,42.46,25210,1719,26929,0.00974,0,0.0,1,0,0,0,0.0,11,1.0,,2,0,t5_cross_file__file_lock-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,file_lock,2,1,gpt-5-mini,True,5,5,65.06,29775,1322,31097,0.010088,0,0.0,5,0,0,0,0.0,14,1.0,,2,0,t5_cross_file__file_lock-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,file_lock,2,2,gpt-5-mini,True,5,5,499.33,109812,3613,113425,0.034679,0,0.0,57,0,0,0,0.0,45,1.0,,2,0,t5_cross_file__file_lock-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,file_lock,2,3,gpt-5-mini,True,5,5,309.83,69538,2200,71738,0.021784,0,0.0,33,0,0,0,0.0,30,1.0,,2,0,t5_cross_file__file_lock-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,file_lock,2,4,gpt-5-mini,False,0,5,900.01,0,0,0,0.0,0,0.0,63,0,0,0,0.0,40,1.0,,0,0,t5_cross_file__file_lock-n2-r4.jsonl
t5_cross_file,cross_file_dependency,False,git_hash,2,0,gpt-5-mini,True,5,5,103.11,58895,7053,65948,0.02883,0,0.0,0,0,0,0,0.0,14,1.0,,2,0,t5_cross_file__git_hash-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,git_hash,2,1,gpt-5-mini,True,5,5,61.88,39853,4240,44093,0.018443,0,0.0,0,0,0,0,0.0,15,1.0,,2,0,t5_cross_file__git_hash-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,git_hash,2,2,gpt-5-mini,True,5,5,717.06,77248,10895,88143,0.041102,3527,0.040014521856528595,1,0,0,0,0.0,19,1.0,,2,0,t5_cross_file__git_hash-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,git_hash,2,3,gpt-5-mini,True,5,5,66.44,53021,5537,58558,0.024329,0,0.0,0,0,0,0,0.0,14,1.0,,2,0,t5_cross_file__git_hash-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,git_hash,2,4,gpt-5-mini,True,5,5,46.26,59308,4237,63545,0.023301,0,0.0,0,0,0,0,0.0,21,1.0,,2,0,t5_cross_file__git_hash-n2-r4.jsonl
t5_cross_file,cross_file_dependency,False,naive,2,0,gpt-5-mini,True,5,5,92.19,68564,5938,74502,0.029017,0,0.0,0,0,0,0,0.0,17,1.0,,2,0,t5_cross_file__naive-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,naive,2,1,gpt-5-mini,True,5,5,119.17,98704,11947,110651,0.04857,2837,0.025639171810467144,0,0,0,0,0.0,23,1.0,,2,0,t5_cross_file__naive-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,naive,2,2,gpt-5-mini,True,5,5,95.97,65386,10233,75619,0.036812,0,0.0,0,0,0,0,0.0,19,1.0,,2,0,t5_cross_file__naive-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,naive,2,3,gpt-5-mini,True,5,5,69.02,66195,5428,71623,0.027405,0,0.0,0,0,0,0,0.0,22,1.0,,2,0,t5_cross_file__naive-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,naive,2,4,gpt-5-mini,True,5,5,97.3,56188,7379,63567,0.028805,0,0.0,0,0,0,0,0.0,15,1.0,,2,0,t5_cross_file__naive-n2-r4.jsonl
t5_cross_file,cross_file_dependency,False,notify,2,0,gpt-5-mini,False,4,5,47.24,51253,5221,56474,0.023255,0,0.0,0,0,3,0,0.0,19,1.0,,2,0,t5_cross_file__notify-n2-r0.jsonl
t5_cross_file,cross_file_dependency,False,notify,2,1,gpt-5-mini,True,5,5,61.69,43455,4701,48156,0.020266,0,0.0,0,0,1,0,0.0,15,1.0,,2,0,t5_cross_file__notify-n2-r1.jsonl
t5_cross_file,cross_file_dependency,False,notify,2,2,gpt-5-mini,True,5,5,51.83,48105,5702,53807,0.02343,0,0.0,0,0,5,0,0.0,20,1.0,,2,0,t5_cross_file__notify-n2-r2.jsonl
t5_cross_file,cross_file_dependency,False,notify,2,3,gpt-5-mini,True,5,5,46.39,38171,3123,41294,0.015789,0,0.0,0,0,2,0,0.0,14,1.0,,2,0,t5_cross_file__notify-n2-r3.jsonl
t5_cross_file,cross_file_dependency,False,notify,2,4,gpt-5-mini,True,5,5,27.91,28842,1579,30421,0.010368,0,0.0,0,0,2,0,0.0,13,1.0,,2,0,t5_cross_file__notify-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_dep,2,0,gpt-5-mini,True,6,6,71.04,56116,7728,63844,0.029485,0,0.0,0,0,0,0,0.04,19,1.0,,2,0,t6_feature_pair__ast_dep-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_dep,2,1,gpt-5-mini,True,6,6,83.51,59888,7557,67445,0.030086,6123,0.09078508414263474,0,0,0,0,0.019,18,1.0,,2,0,t6_feature_pair__ast_dep-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_dep,2,2,gpt-5-mini,True,6,6,57.97,55346,5294,60640,0.024424,0,0.0,0,0,0,0,0.046,20,1.0,,2,0,t6_feature_pair__ast_dep-n2-r2.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_dep,2,3,gpt-5-mini,True,6,6,96.88,81572,10441,92013,0.041275,3551,0.038592372816884574,0,0,0,0,0.009,24,1.0,,2,0,t6_feature_pair__ast_dep-n2-r3.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_dep,2,4,gpt-5-mini,True,6,6,97.68,100297,9610,109907,0.044294,3262,0.02967963823960257,0,0,0,0,0.016,24,1.0,,2,0,t6_feature_pair__ast_dep-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_scope,2,0,gpt-5-mini,True,6,6,73.66,72993,8323,81316,0.034894,3346,0.04114811353239215,0,0,0,0,0.014,18,1.0,,2,0,t6_feature_pair__ast_scope-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_scope,2,1,gpt-5-mini,True,6,6,53.24,60296,6003,66299,0.02708,0,0.0,0,0,0,0,0.008,20,1.0,,2,0,t6_feature_pair__ast_scope-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_scope,2,2,gpt-5-mini,True,6,6,62.19,56541,7246,63787,0.028627,3013,0.04723533008293226,0,0,0,0,0.007,17,1.0,,2,0,t6_feature_pair__ast_scope-n2-r2.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_scope,2,3,gpt-5-mini,True,6,6,55.74,50894,6590,57484,0.025903,0,0.0,0,0,0,0,0.009,16,1.0,,2,0,t6_feature_pair__ast_scope-n2-r3.jsonl
t6_feature_pair,realistic_feature_pair,False,ast_scope,2,4,gpt-5-mini,True,6,6,93.22,91666,8472,100138,0.039861,3319,0.033144260919930495,0,0,0,0,0.013,24,1.0,,2,0,t6_feature_pair__ast_scope-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,file_lock,2,0,gpt-5-mini,True,6,6,105.42,70660,6732,77392,0.031129,0,0.0,3,0,0,0,0.0,23,1.0,,2,0,t6_feature_pair__file_lock-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,file_lock,2,1,gpt-5-mini,True,6,6,122.69,83324,7794,91118,0.036419,0,0.0,4,0,0,0,0.0,25,1.0,,2,0,t6_feature_pair__file_lock-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,file_lock,2,2,gpt-5-mini,True,6,6,142.13,88227,9924,98151,0.041905,0,0.0,5,0,0,0,0.0,25,1.0,,2,0,t6_feature_pair__file_lock-n2-r2.jsonl
t6_feature_pair,realistic_feature_pair,False,file_lock,2,3,gpt-5-mini,True,6,6,132.39,76215,7753,83968,0.03456,0,0.0,3,0,0,0,0.0,22,1.0,,2,0,t6_feature_pair__file_lock-n2-r3.jsonl
t6_feature_pair,realistic_feature_pair,False,file_lock,2,4,gpt-5-mini,True,6,6,107.88,46780,6307,53087,0.024309,0,0.0,3,0,0,0,0.0,15,1.0,,2,0,t6_feature_pair__file_lock-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,git_hash,2,0,gpt-5-mini,True,6,6,95.49,86560,8982,95542,0.039604,3142,0.03288606058068703,1,0,0,0,0.0,20,1.0,,2,0,t6_feature_pair__git_hash-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,git_hash,2,1,gpt-5-mini,True,6,6,109.23,105504,9246,114750,0.044868,7884,0.06870588235294117,1,0,0,0,0.0,25,1.0,,2,0,t6_feature_pair__git_hash-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,git_hash,2,2,gpt-5-mini,True,6,6,52.96,57004,5061,62065,0.024373,0,0.0,0,0,0,0,0.0,19,1.0,,2,0,t6_feature_pair__git_hash-n2-r2.jsonl
t6_feature_pair,realistic_feature_pair,False,git_hash,2,3,gpt-5-mini,True,6,6,72.07,86267,7443,93710,0.036453,2863,0.030551702059545407,1,0,0,0,0.0,22,1.0,,2,0,t6_feature_pair__git_hash-n2-r3.jsonl
t6_feature_pair,realistic_feature_pair,False,git_hash,2,4,gpt-5-mini,True,6,6,77.21,70453,7632,78085,0.032877,7894,0.10109496061983736,1,0,0,0,0.0,19,1.0,,2,0,t6_feature_pair__git_hash-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,naive,2,0,gpt-5-mini,True,6,6,80.27,74593,7614,82207,0.033876,3190,0.038804481370199616,0,0,0,0,0.0,21,1.0,,2,0,t6_feature_pair__naive-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,naive,2,1,gpt-5-mini,True,6,6,74.92,75293,8457,83750,0.035737,3348,0.03997611940298507,0,0,0,0,0.0,22,1.0,,2,0,t6_feature_pair__naive-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,naive,2,2,gpt-5-mini,True,6,6,62.55,97287,6354,103641,0.03703,2948,0.028444341525072123,0,0,0,0,0.0,23,1.0,,2,0,t6_feature_pair__naive-n2-r2.jsonl
t6_feature_pair,realistic_feature_pair,False,naive,2,3,gpt-5-mini,True,6,6,105.54,68995,10414,79409,0.038077,4275,0.05383520759611631,0,0,0,0,0.0,20,1.0,,2,0,t6_feature_pair__naive-n2-r3.jsonl
t6_feature_pair,realistic_feature_pair,False,naive,2,4,gpt-5-mini,True,6,6,92.29,77678,8874,86552,0.037167,2880,0.03327479434328496,0,0,0,0,0.0,22,1.0,,2,0,t6_feature_pair__naive-n2-r4.jsonl
t6_feature_pair,realistic_feature_pair,False,notify,2,0,gpt-5-mini,True,6,6,60.21,51466,6923,58389,0.026713,0,0.0,0,0,3,0,0.0,19,1.0,,2,0,t6_feature_pair__notify-n2-r0.jsonl
t6_feature_pair,realistic_feature_pair,False,notify,2,1,gpt-5-mini,True,6,6,94.91,65160,9294,74454,0.034878,3085,0.04143497998764338,0,0,3,0,0.0,21,1.0,,2,0,t6_feature_pair__notify-n2-r1.jsonl
t6_feature_pair,realistic_feature_pair,False,notify,2,2,gpt-5-mini,True,6,6,77.06,59323,7487,66810,0.029805,3289,0.049229157311779674,0,0,3,0,0.0,18,1.0,,2,0,t6_feature_pair__notify-n2-r2.jsonl
